country,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants,protesteridentity,sources,notes,final,ignore,crowd dispersal,arrests,accomodation,shootings,beatings,killings,"political behavior, process",labor wage dispute,"price increases, tax policy",removal of politician,police brutality,land farm issue,social restrictions
Haiti,2015,North America,1,4,20.0,11.0,2015.0,20.0,11.0,2015.0,1.0,Port Au Prince,1000s,protesters,"world: in brief newsday new york , november 21, 2015 saturday, news; pg. a17, 281 words violent clashes in haiti s capital after disputed elections; clashes between protestor and haiti s president michel martelly supporters results in one death after the opposition disputes election outcome telegraph.co.uk, november 21, 2015 saturday 5:32 pm gmt, 198 words, by vin shahrestani and ap, video source aptn;","thousands of haitians demanding that last month s presidential election be annulled clashed with supporters of the government, resulting in at least one death. associated press journalists saw a man dead apparently from a bullet wound being carted away in a wheelbarrow and another man was hospitalized after being hit in the head with a machete. yesterday s protest began peacefully, but when the crowd approached the delmas district of port au prince, it was attacked by pro government supporters. protesters from several political parties say the results of the 25 october presidential election are fraudulent and that president martelly manipulated votes to give an advantage to his preferred candidate, businessman jovenel mo se tires were set on fire throughout the protest and anti riot police tried to take control of the streets.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Haiti,2015,North America,1,5,19.0,12.0,2015.0,19.0,12.0,2015.0,1.0,National,50+,protesters,"the washington post, december 20, 2015 sunday, a section; pg. a16, 802 words;","several government buildings were set ablaze in scattered sections of haiti and one demonstrator was killed in violent protests ignited by the release of final legislative election results, officials said saturday. street demonstrations and clashes between factions troubled several towns around the caribbean country, though the crowded capital of port au prince and most other areas of the country of 10 million people were peaceful. the long delayed parliamentary results were released just more than a week before the dec. 27 runoffs. all 10 sitting members of haiti s senate had urged president michel martelly to prevent electoral authorities from issuing final results for legislative races until a commission could be set up to verify the integrity of the vote. while international observers have endorsed results from the first two rounds of this year s elections, an array of rights groups, local election monitors and political factions allege they were so marred by fraud that their validity is in question.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Haiti,2016,North America,1,1,18.0,1.0,2016.0,5.0,2.0,2016.0,1.0,Port au Prince; national,about 2000,protesters,"1. the washington post, january 19, 2016 tuesday, a section; pg. a08, 604 words; 2. haiti postpones presidential runoff as violence rises, the new york times, january 23, 2016 saturday, section a; column 0; foreign desk; pg. 3, 845 words, by frances robles; 3. haiti s president departs without a successor, the new york times, february 8, 2016 monday, section a; column 0; foreign desk; pg. 6, 748 words, by frances robles.;","protests turn violent ahead of haiti runoff vote: stone throwing demonstrators smashed car windows and set at least two vehicles ablaze in haiti s capital on monday, hours after several electoral offices were attacked in northern towns as the country prepares for a jan. 24 presidential and legislative runoff. about 2,000 protesters took to the streets in downtown port au prince calling for new elections and the immediate removal of outgoing president michel martelly. sporadic bursts of violence continued in port au prince even after the announcement, as packs of protesters threw rocks in p tionville, home to the city s elite. gunshots could be heard as rocks were pelted at buildings. protesters in the capital marched in the streets, promising stepped up violence and vowing that guns would become legal by evening. many people demanded the president s resignation. in port au prince this weekend, protesters burned cars and barricaded streets as the police responded with water cannons and tear gas.",crowd dispersal,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Haiti,2016,North America,1,2,1.0,4.0,2016.0,1.0,4.0,2016.0,0.0,Port au Prince,hundreds,women; disabled,"murder of three deaf women in haiti must be a starting point for change, the guardian, july 18, 2016 monday 2:20 pm gmt, global development professionals network, 1240 words, anna leach;","the murders have brought a furious response from disability rights, women s rights and human rights campaigners. this has brought haiti s disability rights activists together, says phillips. it has galvanised the community. on 1 april hundreds of people marched in port au prince to demand justice for the three murdered women, and several other demonstrations around the country followed, including a march on 9 june in cabaret near where they were killed. in response to the murders, campaigners are calling for the government to include the rights of women with disabilities into a national gender equality plan. the government has not replied to that petition yet, but it did fund the women s funeral and ministers insist they are doing all they can to ensure that justice is done.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Haiti,2016,North America,1,3,9.0,6.0,2016.0,9.0,6.0,2016.0,0.0,Cabaret,hundreds,women; disabled,"murder of three deaf women in haiti must be a starting point for change, the guardian, july 18, 2016 monday 2:20 pm gmt, global development professionals network, 1240 words, anna leach;","the murders have brought a furious response from disability rights, women s rights and human rights campaigners. this has brought haiti s disability rights activists together, says phillips. it has galvanised the community. on 1 april hundreds of people marched in port au prince to demand justice for the three murdered women, and several other demonstrations around the country followed, including a march on 9 june in cabaret near where they were killed. in response to the murders, campaigners are calling for the government to include the rights of women with disabilities into a national gender equality plan. the government has not replied to that petition yet, but it did fund the women s funeral and ministers insist they are doing all they can to ensure that justice is done.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Haiti,2017,North America,1,1,19.0,5.0,2017.0,19.0,5.0,2017.0,0.0,Port au Prince,thousands,workers,"world news in brief the independent daily edition, may 30, 2017 tuesday, news; pg. 27, 366 words ;","haitian garment workers launch another protest over wages garment workers have taken to the streets of the haitian capital for the second time in the last two weeks to demand a minimum wage increase. the workers at factories making t shirts, trousers and other apparel were also demonstrating yesterday against the sacking of roughly 40 union members at a port au prince industrial park. they re demanding 800 haitian gourdes 9.90 per eight hour working day. they currently earn 300 gourdes. factories are operational at the park that employs some 18,000 people. yesterday s protest had nearly 500 participants, a far smaller turnout than a may 19 rally that attracted thousands.",ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Haiti,2017,North America,1,2,29.0,5.0,2017.0,29.0,5.0,2017.0,0.0,Port au Prince,500,workers,"world news in brief the independent daily edition, may 30, 2017 tuesday, news; pg. 27, 366 words ;","haitian garment workers launch another protest over wages garment workers have taken to the streets of the haitian capital for the second time in the last two weeks to demand a minimum wage increase. the workers at factories making t shirts, trousers and other apparel were also demonstrating yesterday against the sacking of roughly 40 union members at a port au prince industrial park. they re demanding 800 haitian gourdes 9.90 per eight hour working day. they currently earn 300 gourdes. factories are operational at the park that employs some 18,000 people. yesterday s protest had nearly 500 participants, a far smaller turnout than a may 19 rally that attracted thousands.",ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Haiti,2018,North America,1,1,28.0,3.0,2018.0,28.0,3.0,2018.0,0.0,Port au Prince,hundreds,journalists,"missing journalist protest the times london , march 29, 2018 thursday, news; pg. 42, 76 words ;","port au prince hundreds of journalists have marched through the capital of haiti to demand an investigation into why a freelance photojournalist went missing while on an assignment to illustrate life in the country s slums. vladjimir legagneur, 30, disappeared on march 14 after entering the grand ravine area, one of the most dangerous districts in port au prince. anger and frustration has grown over a lack of answers from police and justice officials.",ignore,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Haiti,2018,North America,1,2,6.0,7.0,2018.0,7.0,7.0,2018.0,1.0,Port au Prince,several hundred,protesters,"1. haiti tense after unpopular fuel price hike, agence france presse english, july 6, 2018 friday 11:39 pm gmt, length: 276 words; 2. haiti suspends fuel price hike after protesters riot, associated press international, july 7, 2018 saturday 6:57 pm gmt, length: 269 words; 3. haiti suspends fuel price hike after arson, looting, gunfire, agence france presse english, july 7, 2018 saturday 11:11 pm gmt, length: 691 words","roadblocks went up in protest and gunshots sounded in the capital of impoverished haiti friday, ahead of a fuel price rise to comply with an international monetary fund agreement. burning tires blocked major routes in the capital port au prince, while sporadic gunfire could be heard in several districts of the city. earlier friday, the government said that starting this weekend, the price of gasoline will rise 38 percent, diesel will go up 47 percent and kerosene will be 51 percent higher. the measure is highly unpopular among the majority of people in a country which is the poorest in the americas. roadblocks erected in protest further complicated traffic already snarled by drivers trying to fill up before prices rise. but most gas stations had closed in the mid afternoon. the haitian government suspended a fuel price hike saturday after widespread violence broke out across the capital and in the northern city of cap haitien. prime minister jack guy lafontant had originally said the country needed to raise prices to balance the budget and gave no indication he would back down. but his administration bowed to pressure after demonstrators took to the streets in protest. a journalist from the associated press reported seeing several hundred people on saturday attack a best western premiere hotel in petion ville, one of the capital s wealthiest neighborhoods. guests were forced to remain inside as rocks were hurled through windows around 10 a.m. local time. security manned the building, but rioters shattered the main entrance before moving to another hotel. no injuries or deaths were reported during the day s incidents, but at least three people were killed friday as protesters used burning tires and barricades to block major streets. at one point they attempted to set a gas station on fire but were held off by police. on friday night, the bodyguard of an opposition party politician died in an altercation with demonstrators in central port au prince as he attempted to get through a roadblock. his body was then burned in the road. at least two police stations and several police vehicles were burned.",crowd dispersal,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Haiti,2018,North America,1,3,17.0,10.0,2018.0,17.0,10.0,2018.0,1.0,Port au Prince,tens of thousands,protesters,"1. haitians protest alleged misuse of petrocaribe funds, associated press international, october 17, 2018 wednesday 6:05 pm gmt, length: 342 words, byline: by evens sanon; 2. thousands protest corruption in haiti, president gets shoved, agence france presse english, october 18, 2018 thursday 5:16 am gmt, length: 274 words; 3. two killed in haiti anti corruption protests: police, agence france presse english, october 18, 2018 thursday 6:53 pm gmt, length: 275 words; 4. haiti president removes top officials linked to corruption scandal, agence france presse english, october 22, 2018 monday 7:07 pm gmt, length: 269 words","a protest by tens of thousands of people across haiti turned violent wednesday as anger grows over the alleged misuse of funds from an oil assistance program sponsored by venezuela. gunshots rang out while protesters threw rocks, blocked roads and burned tires to demand more transparency in how the government uses funds from petrocaribe. the program provides below market financing for oil for several countries in the region. we are protesting so we can come out of misery, said jean robert roland as he marched through the streets of port au prince. the country is in a hole, and the government keeps stealing our money. police fired in the air to get president jovenel moise away from a ceremony at which he laid flowers at the tomb of one of the destitute caribbean country s founding fathers. people in the crowd threw themselves to the ground as the shots rang out. elsewhere, near the presidential palace, police fired tear gas to disperse demonstrators. tempers have been running high for weeks in haiti, where some accuse the government of doing nothing to fight corruption. on wednesday, people demonstrated all over haiti. in the capital, port au prince, burning barricades were set up in the streets. one particular gripe is the alleged theft of funds from a foundation called petrocaribe. haitian police said thursday at least two people were shot dead and more than a dozen injured in a huge anti corruption protest that rocked the caribbean country a day earlier, as pressure mounted on unpopular president jovenel moise. in their initial report, authorities did not say who was to blame for the shootings, but police had fired in the air on wednesday to help moise escape from a public ceremony after he was shoved by protesters. elsewhere, near the presidential palace, police fired tear gas to disperse demonstrators. haiti s president jovenel moise removed two top government officials monday as part of a purge of people linked to a corruption scandal that has ignited mass protests. the move came five days after tens of thousands of people took to the streets in port au prince and other cities to protest corruption.",crowd dispersal,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Haiti,2018,North America,1,4,18.0,11.0,2018.0,18.0,11.0,2018.0,1.0,Port au Prince,thousands,protesters,"1. haitians furious at their government protest in a week of unrest, the new york times, november 23, 2018 friday 15:09 est, length: 832 words, byline: kirk semple; 2. is haiti awakening to change?, the new york times, december 26, 2018 wednesday 11:54 est, length: 1290 words, byline: jake johnston","thousands of haitians took to the streets of port au prince on friday in the latest display of public fury at the government over rampant corruption, economic malaise and other grievances. chanting antigovernment slogans, the protesters, most walking but some riding in phalanxes of motorcycles, converged on the affluent suburb of p tion ville but were mostly stopped by riot police officers whose armored vehicles blocked the road. some demonstrators set piles of tires on fire and threw rocks, and the police fired tear gas to control the protest. sporadic gunfire was heard throughout the afternoon, some of it from police officers shooting into the air. no injuries or deaths were reported. friday s demonstration was the latest in a week of violent protests that have paralyzed commerce, forced schools and shops to close, and compelled many haitians in port au prince, the capital, to hunker down in their homes. at least 10 people, including two police officers, have died amid the week s demonstrations, which have featured barricaded streets and rock throwing face offs between protesters and counterprotesters. in addition, several people were killed by an out of control government car that lost a wheel and plowed into a crowd, further inflaming tensions. the week of unrest began on sunday when thousands marched against corruption in port au prince and other cities. it was the latest manifestation of a campaign that has flourished on social media and that focuses on allegations that haiti s government misappropriated billions of dollars earmarked for reconstruction after a devastating earthquake in 2010. the campaign for transparency, and outrage over the whereabouts of the money proceeds from a venezuela sponsored oil program, petrocaribe provided the initial impetus for the protests. but the unrest has also amounted to a referendum on the administration of president jovenel mo se and on haiti s worsening economic and political malaise. opposition leaders have tried to harness this momentum to demand his ouster.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Haiti,2018,North America,1,5,23.0,11.0,2018.0,23.0,11.0,2018.0,1.0,Port au Prince,thousands,protesters,"1. haitians furious at their government protest in a week of unrest, the new york times, november 23, 2018 friday 15:09 est, length: 832 words, byline: kirk semple; 2. is haiti awakening to change?, the new york times, december 26, 2018 wednesday 11:54 est, length: 1290 words, byline: jake johnston","thousands of haitians took to the streets of port au prince on friday in the latest display of public fury at the government over rampant corruption, economic malaise and other grievances. chanting antigovernment slogans, the protesters, most walking but some riding in phalanxes of motorcycles, converged on the affluent suburb of p tion ville but were mostly stopped by riot police officers whose armored vehicles blocked the road. some demonstrators set piles of tires on fire and threw rocks, and the police fired tear gas to control the protest. sporadic gunfire was heard throughout the afternoon, some of it from police officers shooting into the air. no injuries or deaths were reported. friday s demonstration was the latest in a week of violent protests that have paralyzed commerce, forced schools and shops to close, and compelled many haitians in port au prince, the capital, to hunker down in their homes. at least 10 people, including two police officers, have died amid the week s demonstrations, which have featured barricaded streets and rock throwing face offs between protesters and counterprotesters. in addition, several people were killed by an out of control government car that lost a wheel and plowed into a crowd, further inflaming tensions. the week of unrest began on sunday when thousands marched against corruption in port au prince and other cities. it was the latest manifestation of a campaign that has flourished on social media and that focuses on allegations that haiti s government misappropriated billions of dollars earmarked for reconstruction after a devastating earthquake in 2010. the campaign for transparency, and outrage over the whereabouts of the money proceeds from a venezuela sponsored oil program, petrocaribe provided the initial impetus for the protests. but the unrest has also amounted to a referendum on the administration of president jovenel mo se and on haiti s worsening economic and political malaise. opposition leaders have tried to harness this momentum to demand his ouster.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Haiti,2019,North America,1,1,7.0,2.0,2019.0,9.0,2.0,2019.0,1.0,Port au Prince,thousands,protesters,"1. thousands protest to demand haitian president s ouster associated press international february 8, 2019 friday 2:12 am gmt, length: 248 words; 2. haiti protests demanding moise exit enter fourth day agence france presse english february 11, 2019 monday 12:40 am gmt, length: 269 words","thousands of demonstrators took to the streets of haiti s capital on thursday to demand the ouster of president jovenel moise amid months of protests. demonstrators want moise to resign for not investigating allegations of corruption in the previous government over petrocaribe, a venezuelan subsidized energy program. they pledged to continue demonstrations through the weekend unless the president resigns. police spokesman gary desrosiers said one person had been killed, apparently in a shooting near a protest, 36 people arrested and four police cars burned. protester valckensy dessin said he was protesting corruption that enriched a few at the expense of the majority who are poor and hungry. it s impossible, he said. that s one of the main reasons we decided to stand with the people, with the working class. the protesters marched, chanted and held banners in the streets of port au prince saying, where is the petrocaribe money? protesters lit car tires in the middle of the streets while police in riot gear were seen firing tear gas canisters. we will not stop, we will continue on the 8th and 9th of february to finish with president jovenel moise, the opposition leader said. if jovenel moise does not want to step down from power we are going to name an interim president in the coming days.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Haiti,2019,North America,1,2,10.0,2.0,2019.0,10.0,2.0,2019.0,1.0,Port au Prince,hundreds,protesters,"haiti protests demanding moise exit enter fourth day agence france presse english february 11, 2019 monday 12:40 am gmt, length: 269 words","hundreds of protesters turned out in the haitian capital port au prince sunday for a fourth day of demonstrations demanding the resignation of president jovenel moise. this makes four days that people have been on the streets and the president isn t saying anything. that proves that he s incompetent, said protester louis paul vlanel, as a barricade of tires burned nearby. the protest came as the core group composed of a senior un official, the ambassadors of france, germany, brazil, canada, and the united states, and representatives of spain, the eu and the organization of american states called on haiti s politicians to enter dialogue over the crisis, lamenting the loss of life and damage caused by the protests. a 14 year old boy was killed and another young man was shot and wounded on the sidelines of a spontaneous protest in central port au prince on saturday. police said at least two people were killed thursday as thousands across the country protested following a call to action from opposition groups.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Haiti,2019,North America,1,3,11.0,2.0,2019.0,11.0,2.0,2019.0,1.0,Port au Prince,hundreds,protesters,"1. no word from haiti s president as fear paralyzes capital agence france presse english february 11, 2019 monday 11:34 pm gmt, length: 819 words; 2. facing cronyism and no work, young haitians protest or flee agence france presse english february 12, 2019 tuesday 10:29 pm gmt, length: 689 words","sporadic gunfire echoed through the streets of port au prince on monday as the government remained silent in the face of protests that have paralyzed the haitian capital and triggered rising violence. the normally traffic clogged streets were largely empty as schools, shops and municipal offices were shuttered for fear of more violence that has already left several people dead and an air of uncertainty hanging over the government of president jovenel moise. barricades have sprung up in some areas of the capital and other cities, as protesters have taken to the streets demanding the president step down over reports of mismanagement and possible embezzlement of development funds in the impoverished caribbean nation. after a quiet but tense start to the day, hundreds of youths from the capital s poorer quarters marched toward petionville, the wealthiest neighborhood in port au prince, throwing stones at houses until police opened fire with tear gas rounds to break up the march. police also thwarted an attempt to attack a bank during the demonstration, dragging away several blood stained suspects and making five arrests. in some places, young men have erected barricades and seized bypassers for ransom, while vehicles have been torched, and shops damaged and looted, creating a climate of fear and intimidation alongside the opposition protests. taking advantage of the chaos, there was some looting monday but traders still felt anger only toward the president. demonstrators are demanding moise quits over a scandal centering on the petrocaribe fund, under which venezuela supplied haiti and other caribbean and central american countries with oil at cut rate prices and on easy credit terms for years. demonstrating, as hundreds of them did monday, gives young people from shantytowns like cite soleil a chance to vent their rage at an unjust system, even if some see it as an opportunity to smash store fronts and engage in a bit of looting.",crowd dispersal,0,1,1,0,0,0,0,1,0,0,1,0,0,0
Haiti,2019,North America,1,4,12.0,2.0,2019.0,12.0,2.0,2019.0,1.0,Port au Prince,thousands,protesters,"nearly 80 detainees escape haiti prison: police agence france presse english february 13, 2019 wednesday 3:11 am gmt, length: 662 words","at least six people have died in nearly weeklong protests demanding that president jovenel moise resign in haiti, which saw fresh tensions and a major prison break tuesday. some 200 kilometers 120 miles north of the prison, port au prince also saw clashes between police and hundreds of protesters in working class neighborhoods. thousands of people took to the streets. after police forces dispersed them, some set fire to cars and looted stores to express their mounting frustrations over growing social inequalities worsened by systemic corruption. a youth was also shot dead at a crossroads near the presidential palace. barricades have sprung up in some areas of the capital and other cities, with protesters demanding the president answer reports of mismanagement and possible embezzlement of development funds in the impoverished caribbean nation.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Haiti,2019,North America,1,5,13.0,6.0,2019.0,13.0,6.0,2019.0,1.0,Port au Prince,thousands,protesters,"thousands in haiti renew protests, clash with police associated press international june 14, 2019 friday 3:30 am gmt. length: 426 words byline: by evens sanon","thousands of protesters demanding the resignation of president jovenel mo se clashed with police thursday as some tried to storm barriers outside the national palace while others sought shelter as heavy gunfire echoed in nearby streets. the demonstration came a day after mo se broke his silence over the country s recent unrest and rejected demands that he step down over allegations of officials misusing funds from subsidized oil shipments from venezuela under the petrocaribe program. he denied any wrongdoing. among those who joined the protest, which began peacefully, was 39 year old carl henry janvi re, who recently lost his job as a delivery man after his company laid people off amid record inflation. i m supporting these young kids to see if we can have a change in this country, he said. people are corrupt and are not providing any service to the population. i m tired of it. i don t know what i m going to do in the next few months to feed my family.",crowd dispersal,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Haiti,2019,North America,1,6,25.0,9.0,2019.0,26.0,9.0,2019.0,1.0,Port au Prince; national,thousands,protesters,"haiti gripped by violent protests amid calls for president s ouster the new york times september 28, 2019 saturday 23:00 est. length: 855 words byline: azam ahmed","burned out cars, makeshift barricades and shuttered businesses signaled a week of unrest in haiti, where protesters are demanding the resignation of president jovenel mo se and more violent protests are feared. streets, schools and banks were closed throughout the country, bringing the economy to a standstill. shortages of oil, power and food abound. the nation s currency is in free fall, and allegations of corruption linked to mr. mo se have brought the nation to a crisis point. to me it is obvious: the president, particularly, doesn t govern anything at all right now, said fritz jean, a former prime minister and past governor of haiti s central bank. in fact, we are in a state of vacancy right now. mr. mo se has not been seen publicly since wednesday morning, when he issued a prerecorded address appealing for calm and offering to form a unity government in the aftermath of several failed attempts to appoint a new prime minister, who would be his fourth nominee in just over two years. the message was roundly rejected by the political opposition and by haitians on the street, who responded with spontaneous violent protests on wednesday that culminated in demonstrations around the country. the resulting damage burned and looted businesses, blockaded streets, cars set ablaze has left haitians fearing the worst. on saturday, andr michel, a leader of the opposition, called for the country to remain shut down until the resignation of jovenel mo se. no gifts will be given here. those who are guarding the barricades blocking streets need to remain, he said during a talk show on saturday. though haiti seems to exist in a perpetual state of fragility, the current protests are the culmination of more than a year of turmoil, and almost three years of discontent with mr. mo se. the government is without a confirmed prime minister. inflation is nearly 20 percent, growth is expected to be a paltry 1.5 percent, and the government has not voted on a budget in two years. the haitian gourde, the nation s currency, has fallen dramatically in the past five years.",ignore,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Haiti,2019,North America,1,7,30.0,9.0,2019.0,30.0,9.0,2019.0,1.0,Port au Prince,thousands,protesters,"new protest hit haiti amid demands that president resign associated press international september 30, 2019 monday 8:01 pm gmt. length: 826 words byline: by d nica coto","thousands of demonstrators set fires monday and chanted calls for haiti s president to resign as the opposition to jovenel mo se tried to increase pressure for him to leave office. protesters said several people were hit by gunfire, including a local journalist. schools, businesses and government offices were closed as protesters gathered chanting, down with jovenel! we can t continue to live like this, said 34 year old lestin abelo as he poured gasoline on a pile of debris that quickly caught fire. we have a government that s not doing anything for the people. opposition leaders and supporters say they are angry about public corruption, spiraling inflation and a dwindling supply of gasoline that has forced many gas stations in the capital to close. suppliers have demanded that the cash strapped government pay them more than 100 million owed. protesters also are demanding a more in depth investigation into allegations that top officials in the previous government misused billions of dollars in proceeds from a venezuela subsidized oil plan meant to fund urgent social programs. critics accuse mo se of trying to protect his ally, former president michel martelly, and of participating in the corruption himself before becoming president. blood spattered the concrete floor near the bernard mevs hospital as the protest grew violent. under heavy rain, a group of men rushed into the emergency room carrying a friend they said was shot in the left leg by police. jean pierre finfin, 34, said he was standing next to his friend when the bullet hit. he was still shaken as he recounted being part of a crowd marching toward petionville when he said police fired. local radio journalist joseph edmond was shot in his right hand while covering the protest. he was taken to a hospital for treatment, said his colleague, eddy baptiste, who was next to him when it happened. he said 22 year old edmond was injured when police in an unmarked car began firing at a distance so they could get away from the crowd. police threw tear gas and scattered thousands of protesters at mid afternoon, with one canister landing on a family s roof as several people fled the house in panic. other protesters fled with handkerchiefs over their faces as they flushed themselves with water. one man held a crushed lemon to his nose.",crowd dispersal,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Haiti,2019,North America,1,8,4.0,10.0,2019.0,4.0,10.0,2019.0,1.0,Port au Prince,thousands,protesters,"thousands rally against haitian president, clash with police associated press international october 4, 2019 friday 11:13 pm gmt. length: 762 words byline: by d nica coto","thousands of protesters marched through the haitian capital to the u.n. headquarters friday in one of the largest demonstrations in a weekslong push to oust embattled president jovenel mo se. at least two people were shot as police in riot gear blocked the main entrance to the airport and fired tear gas at the crowd, which threw rocks and bottles. carlos dorestant, a 22 year old motorcycle driver, said he saw the man next to him shot, apparently by police, as protesters dismantled a barrier near the u.n. office. we are asking everyone in charge to tell jovenel to resign, he said, his shirt stained with blood. the people are suffering. several protesters held up signs asking the u.s. for help. trump give haiti one chance read one, while another quoted a tweet by presidential candidate bernie sanders. a third referred to u.s. house speaker nancy pelosi, who discussed the crisis with haitians in miami on thursday. the unrest on friday came after almost four weeks of protests in which 17 people have been reported killed, the economy has been largely paralyzed, 2 million children have been kept from going to school and badly needed aid has been suspended, especially to rural areas. the u.s., united nations and other important international players have yet to drop their support for mo se, making it appear unlikely that he will step down, despite protests that have made gasoline, food and water scarce in some areas.",crowd dispersal,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Haiti,2019,North America,1,9,11.0,10.0,2019.0,11.0,10.0,2019.0,1.0,Port au Prince,thousands,protesters,"thousands of protesters in haiti loot stores, battle police associated press international october 11, 2019 friday 11:45 pm gmt. length: 634 words byline: by d nica coto","thousands of protesters clashed with police as they looted stores and tried to break through a barricade leading toward the residence of haitian president jovenel mo se friday in one of the biggest demonstrations in weeks to demand his resignation. the violence came a day after a journalist covering the demonstrations was fatally shot in his car. a group of motorcycle drivers gunned their engines in front of the police barricade blocking the sole street leading to the upscale port au prince neighborhood, with one person holding up a dead dog that had been dragged through the streets by a rope. a small group yelled: here s jovenel! police fired tear gas and bullets into the air. protesters burned tires and spilled oil on streets in parts of haiti s capital, warning the demonstrations could get even more violent as anger over corruption, rising inflation and a lack of basic goods continued to roil the western hemisphere s poorest country. we re going to break and destroy everything if mo se doesn t resign, said reynald brutus, a 28 year old unemployed protester. friday s protest came after reporter n h mie joseph of radio m ga, who had been covering the protests, was found dead in his car late thursday in the town of mirebalais, northeast of port au prince, according to radio vision 2000. in a facebook post in late september, joseph said that a couple of politicians had threatened him after one of his shows and accused him of inciting protests. it was unclear, however, if this was the motive for his killing. the press should not have to claim victims and bodies as their own, the association of professional journalists of artibonite said, calling on justice officials to investigate the killing.",crowd dispersal,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Haiti,2019,North America,1,10,13.0,10.0,2019.0,13.0,10.0,2019.0,1.0,Port au Prince; national,tens of thousands,protesters,"haiti s embattled president faces 5th week of protests associated press international october 14, 2019 monday 6:17 pm gmt. length: 585 words byline: by d nica coto","haiti s embattled president faced a fifth week of protests on monday as road blocks went up across the country after opposition leaders said they will not back down on their call for jovenel mo se to resign. while port au prince remained largely quiet, small demonstrations in other cities and towns come a day after tens of thousands of haitians marched through haiti s capital in a peaceful protest organized by artists. business groups, church leaders and human rights organizations also have joined the call for mo se to step down amid anger over corruption, inflation and scarcity of basic goods including fuel. among those who marched was businessman anthony bennett, who sought to run for president in 2015 and said the private sector also was suffering. i think it s time that everyone understands that things cannot continue like this anymore, he told reporters. everybody is just hoping to get a visa to run away. ...the haitian population has had enough. police fired tear gas at a small group of people gathered near a couple of burning tires in downtown port au prince, including patrickson monteau, who is leading protests in the area. he said he won t accept anything except mo se s resignation, adding that he was encouraged by sunday s demonstration, noting it included the bourgeoisie. that gave us even more confidence, he said. there s a lot of misery in haiti ... the people are fed up with this situation. the demonstrations have shuttered businesses, prevented 2 million children from going to school and led to the deaths of some 20 people and roughly 200 injuries.",crowd dispersal,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Haiti,2019,North America,1,11,14.0,10.0,2019.0,14.0,10.0,2019.0,1.0,Port au Prince; national,thousands,protesters,"haiti s embattled president faces 5th week of protests associated press international october 14, 2019 monday 6:17 pm gmt. length: 585 words byline: by d nica coto","haiti s embattled president faced a fifth week of protests on monday as road blocks went up across the country after opposition leaders said they will not back down on their call for jovenel mo se to resign. while port au prince remained largely quiet, small demonstrations in other cities and towns come a day after tens of thousands of haitians marched through haiti s capital in a peaceful protest organized by artists. business groups, church leaders and human rights organizations also have joined the call for mo se to step down amid anger over corruption, inflation and scarcity of basic goods including fuel. among those who marched was businessman anthony bennett, who sought to run for president in 2015 and said the private sector also was suffering. i think it s time that everyone understands that things cannot continue like this anymore, he told reporters. everybody is just hoping to get a visa to run away. ...the haitian population has had enough. police fired tear gas at a small group of people gathered near a couple of burning tires in downtown port au prince, including patrickson monteau, who is leading protests in the area. he said he won t accept anything except mo se s resignation, adding that he was encouraged by sunday s demonstration, noting it included the bourgeoisie. that gave us even more confidence, he said. there s a lot of misery in haiti ... the people are fed up with this situation. the demonstrations have shuttered businesses, prevented 2 million children from going to school and led to the deaths of some 20 people and roughly 200 injuries.",crowd dispersal,0,1,0,0,0,0,0,0,0,0,1,0,0,0
